Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44
-0.7986968448023164,-0.39323022789474316,-0.22346548374799766,-0.8692030034042301,-0.8714549510399537,0.0,-0.2923415312503082,-0.8279900026718703,-0.43227168628521406,1.6666666666666667,1.5,0.5326894306197355,-0.259270716387399,0.01589469398454006,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,462.38680520492704,-0.24055098900273994,0.6666666666666666,-0.9166666666666666,2.6666666666666665,-0.04188221203675981,-0.3567920280843159,-1.4170968756336395,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18689469781163146,1.0833333333333333,0.6153846153846154,-0.8181818181818182,-0.2,0.5647157956436022,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7952347595396554,-0.3940813019226821,-0.22346548374799766,-0.8637187737550674,-0.8715948016948586,0.0,-0.29295283027222296,-0.824858010410357,-0.43324788829913846,1.6666666666666667,1.5,0.5406568697607937,-0.26714309961827953,0.01724356221923233,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,444.1501562008356,-0.24055098900273994,0.7777777777777778,-0.9166666666666666,2.6666666666666665,-0.04188221203675981,-0.3567920280843159,-1.4170968756336395,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18686424231178209,1.1666666666666667,0.717948717948718,-0.8181818181818182,-0.2,0.5665779976657306,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.7211858101153208,0.7472024182738121,1.1344056249472925,0.06718925930805676,0.0646385541541423,1.0,4.595443369394989,1.4947870282688527,0.7212808335682966,1.6666666666666667,1.5,0.1857676775049005,1.7312805658930739,1.6300872578818735,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,-0.026401289860688508,1.1800848252824383,-0.7777777777777778,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.0,-0.717948717948718,-0.8181818181818182,-0.2,-1.4670008206517446,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5837380795189835,0.18534074887568994,1.1344056249472925,0.05481488008261617,0.06428947721020863,0.0,2.5971570658387577,0.5161319632375517,0.18909752524356244,1.6666666666666667,1.5,0.30999645659602654,1.692395069618212,1.7717907151365029,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,-0.026401289860688508,1.1800848252824383,-0.6666666666666666,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.08333333333333333,-0.6153846153846154,-0.8181818181818182,-0.2,-0.609459966169127,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.19107359240290786,-0.14755681820436523,1.1344056249472925,0.05120976226011965,0.0640497482256849,0.0,1.1062289381069688,-0.2164563599051949,-0.15840423203893947,1.6666666666666667,1.5,0.37074906214885434,1.591421689719871,1.8410891040206725,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,-0.026401289860688508,1.1800848252824383,-0.5555555555555556,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.16666666666666666,-0.5128205128205128,-0.8181818181818182,-0.2,0.03468398076217004,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6058417504775111,-0.3180404592093851,1.1344056249472925,0.025374521330489747,0.06173043054998657,0.0,0.26763229760456947,-0.6305994353340277,-0.34679030486657875,1.6666666666666667,1.5,0.4437994062274051,1.3646734140428922,1.9244150964783278,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,651.9968393561276,1.1800848252824383,-0.1111111111111111,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18754320924329407,0.5,-0.10256410256410256,-0.8181818181818182,-0.2,0.39699316243837496,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6885738790048196,-0.34899926434051903,1.1344056249472925,0.062117942067302624,0.06194866122529843,0.0,0.10547736257708719,-0.7146100529663622,-0.38180481147893275,1.6666666666666667,1.5,0.46194507486926045,1.2672260942576508,1.9451132309972357,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,616.9539677551896,1.1800848252824383,0.0,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18753878704885146,0.5833333333333334,0.0,-0.8181818181818182,-0.2,0.46705094585540446,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7167753594782723,-0.3612469089470566,1.1344056249472925,0.053487837705212746,0.062071346055724355,1.0,0.0416353121223973,-0.7437094455651899,-0.39572692599508424,1.6666666666666667,1.5,0.47737267213106427,1.1787154019555655,1.9627109558169091,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,585.1770010798502,1.1800848252824383,0.1111111111111111,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.1875343131997537,0.6666666666666666,0.10256410256410256,-0.8181818181818182,-0.2,0.4950611585414046,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7371330945901718,-0.37041875373946265,1.1344056249472925,0.049505122326299174,0.062153906806241284,0.0,-0.006692711241685212,-0.7648311600095458,-0.4061788672842395,1.6666666666666667,1.5,0.49074270676408543,1.0986725381964157,1.977961690348587,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,556.4605984487052,1.1800848252824383,0.2222222222222222,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.1875298284366932,0.75,0.20512820512820512,-0.8181818181818182,-0.2,0.5155131572345146,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.833090356848063,-0.39651178849169444,1.1344056249472925,0.060141026487309984,0.062294291820664906,0.0,-0.15102050140846324,-0.8614769457756768,-0.4360367880672468,1.6666666666666667,1.5,0.4979679945883092,1.0225516903614078,1.9862033254338134,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,529.1255147843415,1.1800848252824383,0.3333333333333333,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18752511264238095,0.8333333333333334,0.3076923076923077,-0.8181818181818182,-0.2,0.5778688608265693,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8339585006928273,-0.3982928497124423,1.1344056249472925,0.03431349750937668,0.06232847362715828,0.0,-0.16044511148569748,-0.8626714965166327,-0.4380815054936926,1.6666666666666667,1.5,0.5047920302168935,0.953730742803194,1.9939872660639457,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,504.46034693245696,1.1800848252824383,0.4444444444444444,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18752041041062953,0.9166666666666666,0.41025641025641024,-0.8181818181818182,-0.2,0.581940690595234,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8098464826414608,-0.3944216184281247,1.1344056249472925,0.07532283287224464,0.0625022628878817,1.0,-0.13803476583400923,-0.8388687756646908,-0.4336382939665058,1.6666666666666667,1.5,0.5125701849362511,0.8918874978947503,2.002859537230564,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,482.23457109745857,1.1800848252824383,0.5555555555555556,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18751577500596214,1.0,0.5128205128205128,-0.8181818181818182,-0.2,0.5724741334238093,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7751206394263092,-0.3889104439935369,1.1344056249472925,0.07632894666792261,0.06267946855174525,0.0,-0.10608146454475607,-0.8046390989454628,-0.4273197980012457,1.6666666666666667,1.5,0.5217087494969895,0.8366703257128267,2.013283580693564,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,462.38680520492704,1.1800848252824383,0.6666666666666666,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.18751126116259254,1.0833333333333333,0.6153846153846154,-0.8181818181818182,-0.2,0.558453298105435,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7791850552433883,-0.3914202480547682,1.1344056249472925,0.0708447170187601,0.06281931920665018,0.0,-0.11942223680020182,-0.8090142734240428,-0.4301962449955949,1.6666666666666667,1.5,0.5302793314976912,0.7858937179030706,2.0230597461607687,-0.6923076923076923,0.16666666666666666,0.2517985611510791,0.0,0.0,444.1501562008356,1.1800848252824383,0.7777777777777778,0.08333333333333333,2.6666666666666665,1.4562037911417187,-0.3132330022196685,-1.3977191489351033,0.2978723404255319,-0.048332584022127215,-0.03844308810507136,-0.05791461444734413,-0.24496469557416448,-0.1875067557625065,1.1666666666666667,0.717948717948718,-0.8181818181818182,-0.2,0.5642170754035452,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.4107054930760774,5.70789091783263,0.06784973518583784,-0.5249087343534287,-0.4947746431151886,0.0,1.2644703596515838,1.1160292097269464,3.645120461349351,0.16666666666666666,1.5,0.29107264724500587,0.3791604400919649,-0.15093855418996496,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.7777777777777778,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.6666666666666666,-0.6153846153846154,-1.4545454545454546,-1.8,-1.4500566877590482,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
0.5087744096066755,1.9522159671074877,0.06784973518583784,-0.6060972187813038,-0.5281497067696093,0.0,0.7384086504470622,0.5203967569503847,1.6770299387078287,0.16666666666666666,1.5,0.8034214634014921,0.32232510519675334,-0.09950289965273877,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.6666666666666666,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.5833333333333334,-0.5128205128205128,-1.4545454545454546,-1.8,-0.7527400221767296,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
0.19359004414758038,0.9329878219244014,0.06784973518583784,-0.6390648669212489,-0.5501541980866776,0.0,0.45435466675476766,0.2222262659073503,0.8838898437016146,0.16666666666666666,1.5,1.1783614594504015,0.25393279011106795,-0.0618619731963568,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.5555555555555556,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.5,-0.41025641025641024,-1.4545454545454546,-1.8,-0.37621465777945595,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.12490648455604801,0.34893791222893794,0.06784973518583784,-0.6589806716435453,-0.563689612935731,1.0,0.19228521879606317,-0.09922226842019982,0.35071670476662986,0.16666666666666666,1.5,1.4265274769683192,0.18207378812462377,-0.03694812321288739,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.4444444444444444,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.4166666666666667,-0.3076923076923077,-1.4545454545454546,-1.8,-0.02697273024068979,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.23857458981669039,0.1234145440478002,0.06784973518583784,-0.6869343330091287,-0.5753850076695489,0.0,0.0763940387686908,-0.2260871676517476,0.12639314610420008,0.16666666666666666,1.5,1.6186320722824687,0.12178412024329523,-0.017662384107023442,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.3333333333333333,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.3333333333333333,-0.20512820512820512,-1.4545454545454546,-1.8,0.12478786762233957,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.3237208818959888,-0.014242470200314003,0.06784973518583784,-0.720139127835006,-0.5866161113213735,0.0,-0.0036639040468036538,-0.32108435160876186,-0.016120052845602383,0.16666666666666666,1.5,1.7720092844438662,0.07104517382801122,-0.0022645593246842337,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.2222222222222222,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.25,-0.10256410256410256,-1.4545454545454546,-1.8,0.2309079990835265,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.4321058330993936,-0.12915216919463068,0.06784973518583784,-0.7385750059959447,-0.5956107212790269,0.0,-0.08086541325080564,-0.437188369165545,-0.1385042752089452,0.16666666666666666,1.5,1.888040890138651,0.026749100663715362,0.009384070276313536,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,-0.1111111111111111,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.16666666666666666,0.0,-1.4545454545454546,-1.8,0.33324180904179485,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.49225169892369974,-0.19284696524032668,0.06784973518583784,-0.7316142272775435,-0.6018056363279977,1.0,-0.12559027259962563,-0.5029265544393894,-0.20773174220906096,0.16666666666666666,1.5,1.9824372063975517,-0.01124587550044904,0.018860692763905274,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,0.0,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,-0.08333333333333333,0.10256410256410256,-1.4545454545454546,-1.8,0.39323319956061936,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.5495383780416402,-0.24329502597381286,0.06784973518583784,-0.713873231102407,-0.6056361401020808,0.0,-0.16345746837532887,-0.5647254892742025,-0.26328375022963524,0.16666666666666666,1.5,2.0585155725798976,-0.04409497756261474,0.026498342031970646,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,0.1111111111111111,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.0,0.20512820512820512,-1.4545454545454546,-1.8,0.4427210117195792,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.6185840478721167,-0.28848697617831187,0.06784973518583784,-0.7054925916874383,-0.6081714235266199,0.0,-0.19963525594501305,-0.6374073503327463,-0.31359975585363403,0.16666666666666666,1.5,2.1170932262588127,-0.07314757407428041,0.03237906208678132,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,0.2222222222222222,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.08333333333333333,0.3076923076923077,-1.4545454545454546,-1.8,0.4906761731670545,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.6535745143576581,-0.31330642029333944,0.06784973518583784,-0.6961051104759762,-0.6099762411937298,0.0,-0.21975255102984512,-0.6748803673094007,-0.3414583156465343,0.16666666666666666,1.5,2.1659393009419663,-0.09855417689700793,0.03728281075111873,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,0.3333333333333333,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.16666666666666666,0.41025641025641024,-1.4545454545454546,-1.8,0.5173424841409195,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
-0.647230794925638,-0.3197939281012143,0.06784973518583784,-0.702336892864504,-0.611782326630433,1.0,-0.22425393473667218,-0.6700591936806748,-0.348766743220356,0.16666666666666666,1.5,2.2126078676177796,-0.12050744479794404,0.041967955319797697,-0.6923076923076923,-0.4166666666666667,-0.35251798561151076,0.0,0.0,-0.026401289860688508,-0.20680854258154113,0.4444444444444444,-0.9166666666666666,-0.3333333333333333,-0.14815164566874728,-0.3588464020905814,-1.425538932425658,-0.23404255319148937,-0.048334352134303676,-0.03844308810507136,-0.05799602077938606,-0.24496469557416448,-0.1876213634621066,0.25,0.5128205128205128,-1.4545454545454546,-1.8,0.5236586554643339,-1.6363636363636365,0.0,1.0,0.0,0.0,0.0,0.0
